   5.0000000e-02   9.7500000e-03
   5.0000000e-02   1.0500000e-02
   5.0000000e-02   1.1250000e-02
   5.0000000e-02   1.2000000e-02
   5.0000000e-02   1.2750000e-02
   5.0000000e-02   1.3500000e-02
   5.0000000e-02   1.4250000e-02
   5.0000000e-02   1.5000000e-02
   5.0000000e-02   1.5750000e-02
   5.0000000e-02   1.6500000e-02
   5.0000000e-02   1.7250000e-02
   5.0000000e-02   1.8000000e-02
   5.0000000e-02   1.8750000e-02
   5.0000000e-02   1.9500000e-02
   5.0000000e-02   2.0250000e-02
   5.0000000e-02   2.1000000e-02
   5.0000000e-02   2.1750000e-02
   5.0000000e-02   2.2500000e-02
   5.0000000e-02   2.3250000e-02
   5.0000000e-02   2.4000000e-02
   5.0000000e-02   2.4750000e-02
   1.0000000e-01   9.7500000e-03
   1.0000000e-01   1.0500000e-02
   1.0000000e-01   1.1250000e-02
   1.0000000e-01   1.2000000e-02
   1.0000000e-01   1.2750000e-02
   1.0000000e-01   1.3500000e-02
   1.0000000e-01   1.4250000e-02
   1.0000000e-01   1.5000000e-02
   1.0000000e-01   1.5750000e-02
   1.0000000e-01   1.6500000e-02
   1.0000000e-01   1.7250000e-02
   1.0000000e-01   1.8000000e-02
   1.0000000e-01   1.8750000e-02
   1.0000000e-01   1.9500000e-02
   1.0000000e-01   2.0250000e-02
   1.0000000e-01   2.1000000e-02
   1.0000000e-01   2.1750000e-02
   1.0000000e-01   2.2500000e-02
   1.0000000e-01   2.3250000e-02
   1.0000000e-01   2.4000000e-02
   1.0000000e-01   2.4750000e-02
   1.5000000e-01   1.0500000e-02
   1.5000000e-01   1.1250000e-02
   1.5000000e-01   1.2000000e-02
   1.5000000e-01   1.2750000e-02
   1.5000000e-01   1.3500000e-02
   1.5000000e-01   1.4250000e-02
   1.5000000e-01   1.5000000e-02
   1.5000000e-01   1.5750000e-02
   1.5000000e-01   1.6500000e-02
   1.5000000e-01   1.7250000e-02
   1.5000000e-01   1.8000000e-02
   1.5000000e-01   1.8750000e-02
   1.5000000e-01   1.9500000e-02
   1.5000000e-01   2.0250000e-02
   1.5000000e-01   2.1000000e-02
   1.5000000e-01   2.1750000e-02
   1.5000000e-01   2.2500000e-02
   1.5000000e-01   2.3250000e-02
   1.5000000e-01   2.4000000e-02
   1.5000000e-01   2.4750000e-02
   2.0000000e-01   1.0500000e-02
   2.0000000e-01   1.1250000e-02
   2.0000000e-01   1.2000000e-02
   2.0000000e-01   1.2750000e-02
   2.0000000e-01   1.3500000e-02
   2.0000000e-01   1.4250000e-02
   2.0000000e-01   1.5000000e-02
   2.0000000e-01   1.5750000e-02
   2.0000000e-01   1.6500000e-02
   2.0000000e-01   1.7250000e-02
   2.0000000e-01   1.8000000e-02
   2.0000000e-01   1.8750000e-02
   2.0000000e-01   1.9500000e-02
   2.0000000e-01   2.0250000e-02
   2.0000000e-01   2.1000000e-02
   2.0000000e-01   2.1750000e-02
   2.0000000e-01   2.2500000e-02
   2.0000000e-01   2.3250000e-02
   2.0000000e-01   2.4000000e-02
   2.0000000e-01   2.4750000e-02
   2.5000000e-01   1.1250000e-02
   2.5000000e-01   1.2000000e-02
   2.5000000e-01   1.2750000e-02
   2.5000000e-01   1.3500000e-02
   2.5000000e-01   1.4250000e-02
   2.5000000e-01   1.5000000e-02
   2.5000000e-01   1.5750000e-02
   2.5000000e-01   1.6500000e-02
   2.5000000e-01   1.7250000e-02
   2.5000000e-01   1.8000000e-02
   2.5000000e-01   1.8750000e-02
   2.5000000e-01   1.9500000e-02
   2.5000000e-01   2.0250000e-02
   2.5000000e-01   2.1000000e-02
   2.5000000e-01   2.1750000e-02
   2.5000000e-01   2.2500000e-02
   2.5000000e-01   2.3250000e-02
   2.5000000e-01   2.4000000e-02
   2.5000000e-01   2.4750000e-02
   3.0000000e-01   1.1250000e-02
   3.0000000e-01   1.2000000e-02
   3.0000000e-01   1.2750000e-02
   3.0000000e-01   1.3500000e-02
   3.0000000e-01   1.4250000e-02
   3.0000000e-01   1.5000000e-02
   3.0000000e-01   1.5750000e-02
   3.0000000e-01   1.6500000e-02
   3.0000000e-01   1.7250000e-02
   3.0000000e-01   1.8000000e-02
   3.0000000e-01   1.8750000e-02
   3.0000000e-01   1.9500000e-02
   3.0000000e-01   2.0250000e-02
   3.0000000e-01   2.1000000e-02
   3.0000000e-01   2.1750000e-02
   3.0000000e-01   2.2500000e-02
   3.0000000e-01   2.3250000e-02
   3.0000000e-01   2.4000000e-02
   3.0000000e-01   2.4750000e-02
   3.5000000e-01   1.2000000e-02
   3.5000000e-01   1.2750000e-02
   3.5000000e-01   1.3500000e-02
   3.5000000e-01   1.4250000e-02
   3.5000000e-01   1.5000000e-02
   3.5000000e-01   1.5750000e-02
   3.5000000e-01   1.6500000e-02
   3.5000000e-01   1.7250000e-02
   3.5000000e-01   1.8000000e-02
   3.5000000e-01   1.8750000e-02
   3.5000000e-01   1.9500000e-02
   3.5000000e-01   2.0250000e-02
   3.5000000e-01   2.1000000e-02
   3.5000000e-01   2.1750000e-02
   3.5000000e-01   2.2500000e-02
   3.5000000e-01   2.3250000e-02
   3.5000000e-01   2.4000000e-02
   3.5000000e-01   2.4750000e-02
   4.0000000e-01   1.2000000e-02
   4.0000000e-01   1.2750000e-02
   4.0000000e-01   1.3500000e-02
   4.0000000e-01   1.4250000e-02
   4.0000000e-01   1.5000000e-02
   4.0000000e-01   1.5750000e-02
   4.0000000e-01   1.6500000e-02
   4.0000000e-01   1.7250000e-02
   4.0000000e-01   1.8000000e-02
   4.0000000e-01   1.8750000e-02
   4.0000000e-01   1.9500000e-02
   4.0000000e-01   2.0250000e-02
   4.0000000e-01   2.1000000e-02
   4.0000000e-01   2.1750000e-02
   4.0000000e-01   2.2500000e-02
   4.0000000e-01   2.3250000e-02
   4.0000000e-01   2.4000000e-02
   4.0000000e-01   2.4750000e-02
   4.5000000e-01   1.2000000e-02
   4.5000000e-01   1.2750000e-02
   4.5000000e-01   1.3500000e-02
   4.5000000e-01   1.4250000e-02
   4.5000000e-01   1.5000000e-02
   4.5000000e-01   1.5750000e-02
   4.5000000e-01   1.6500000e-02
   4.5000000e-01   1.7250000e-02
   4.5000000e-01   1.8000000e-02
   4.5000000e-01   1.8750000e-02
   4.5000000e-01   1.9500000e-02
   4.5000000e-01   2.0250000e-02
   4.5000000e-01   2.1000000e-02
   4.5000000e-01   2.1750000e-02
   4.5000000e-01   2.2500000e-02
   4.5000000e-01   2.3250000e-02
   4.5000000e-01   2.4000000e-02
   4.5000000e-01   2.4750000e-02
   5.0000000e-01   1.2000000e-02
   5.0000000e-01   1.2750000e-02
   5.0000000e-01   1.3500000e-02
   5.0000000e-01   1.4250000e-02
   5.0000000e-01   1.5000000e-02
   5.0000000e-01   1.5750000e-02
   5.0000000e-01   1.6500000e-02
   5.0000000e-01   1.7250000e-02
   5.0000000e-01   1.8000000e-02
   5.0000000e-01   1.8750000e-02
   5.0000000e-01   1.9500000e-02
   5.0000000e-01   2.0250000e-02
   5.0000000e-01   2.1000000e-02
   5.0000000e-01   2.1750000e-02
   5.0000000e-01   2.2500000e-02
   5.0000000e-01   2.3250000e-02
   5.0000000e-01   2.4000000e-02
   5.0000000e-01   2.4750000e-02
   5.5000000e-01   1.2000000e-02
   5.5000000e-01   1.2750000e-02
   5.5000000e-01   1.3500000e-02
   5.5000000e-01   1.4250000e-02
   5.5000000e-01   1.5000000e-02
   5.5000000e-01   1.5750000e-02
   5.5000000e-01   1.6500000e-02
   5.5000000e-01   1.7250000e-02
   5.5000000e-01   1.8000000e-02
   5.5000000e-01   1.8750000e-02
   5.5000000e-01   1.9500000e-02
   5.5000000e-01   2.0250000e-02
   5.5000000e-01   2.1000000e-02
   5.5000000e-01   2.1750000e-02
   5.5000000e-01   2.2500000e-02
   5.5000000e-01   2.3250000e-02
   5.5000000e-01   2.4000000e-02
   5.5000000e-01   2.4750000e-02
   6.0000000e-01   1.1250000e-02
   6.0000000e-01   1.2000000e-02
   6.0000000e-01   1.2750000e-02
   6.0000000e-01   1.3500000e-02
   6.0000000e-01   1.4250000e-02
   6.0000000e-01   1.5000000e-02
   6.0000000e-01   1.5750000e-02
   6.0000000e-01   1.6500000e-02
   6.0000000e-01   1.7250000e-02
   6.0000000e-01   1.8000000e-02
   6.0000000e-01   1.8750000e-02
   6.0000000e-01   1.9500000e-02
   6.0000000e-01   2.0250000e-02
   6.0000000e-01   2.1000000e-02
   6.0000000e-01   2.1750000e-02
   6.0000000e-01   2.2500000e-02
